id,series,date,category,area,lat,lon,depth_m,src,block,hazard_p,hazard_p_500m,shoal_model_m,complete_m,nearest_sounding_km,nearest_sounding_m,survey_year_500m,in_domain,map_safe,pct_hazard,pct_nearest,pct_sigma,n_safe_cells
174007,NW-M-1301-25,2025-09-02,Shallow Depth Reported,"Grand Manan Vicinity Passamaquoddy Bay, NB",45.08133,-66.91767,,desc,b0047_0041.npz,0.987,0.999,9.9,-0.9,0.0,-0.9,1986,True,False,97.4,100.0,0.0,44151
174146,NW-M-1335-25,2025-09-05,Shallow Depth Reported,Grand Manan Vicinity Passamaquoddy Bay,44.9845,-66.95133,,desc,b0047_0041.npz,1.0,1.0,8.5,,0.11,2.8,0,True,False,99.5,100.0,0.0,60979
174146,NW-M-1335-25,2025-09-05,Shallow Depth Reported,Grand Manan Vicinity Passamaquoddy Bay,44.989,-66.94583,,desc,b0047_0041.npz,1.0,1.0,10.2,-5.6,0.0,-5.6,0,True,False,99.5,100.0,0.0,61224
174146,NW-M-1335-25,2025-09-05,Shallow Depth Reported,Grand Manan Vicinity Passamaquoddy Bay,44.99267,-66.94367,,desc,b0047_0041.npz,1.0,1.0,5.7,2.1,0.0,2.1,0,True,False,99.5,100.0,0.0,60859
174146,NW-M-1335-25,2025-09-05,Shallow Depth Reported,Grand Manan Vicinity Passamaquoddy Bay,45.00667,-66.93767,,desc,b0047_0041.npz,1.0,1.0,6.2,-4.4,0.0,-4.4,0,True,False,99.5,100.0,0.0,58207
175021,NW-M-1535-25,2025-10-07,Shallow Depth Reported,"Fundy Vicinity Digby, N.S.",44.63705,-65.74902,,desc,b0047_0041.npz,0.997,1.0,8.3,-7.2,0.0,-7.2,0,True,False,100.0,100.0,0.0,54808
175021,NW-M-1535-25,2025-10-07,Shallow Depth Reported,"Fundy Vicinity Digby, N.S.",44.62758,-65.74947,,desc,b0047_0041.npz,0.997,1.0,13.4,2.8,0.0,2.8,0,True,False,100.0,100.0,0.0,51567
175021,NW-M-1535-25,2025-10-07,Shallow Depth Reported,"Fundy Vicinity Digby, N.S.",44.62483,-65.7509,,desc,b0047_0041.npz,0.996,0.999,20.0,-0.0,0.0,-0.0,0,True,False,100.0,100.0,0.0,50786
175021,NW-M-1535-25,2025-10-07,Shallow Depth Reported,"Fundy Vicinity Digby, N.S.",44.62977,-65.75027,,desc,b0047_0041.npz,0.999,1.0,14.4,0.2,0.0,0.2,0,True,False,100.0,100.0,0.0,52267
175021,NW-M-1535-25,2025-10-07,Shallow Depth Reported,"Fundy Vicinity Digby, N.S.",44.63032,-65.7504,,desc,b0047_0041.npz,0.999,1.0,15.3,-0.5,0.0,-0.5,0,True,False,100.0,100.0,0.0,52618
175021,NW-M-1535-25,2025-10-07,Shallow Depth Reported,"Fundy Vicinity Digby, N.S.",44.63168,-65.75,,desc,b0047_0041.npz,0.998,1.0,14.3,-1.3,0.0,-1.3,0,True,False,100.0,100.0,0.0,52968
175876,NW-M-1690-25,2025-11-09,Submerged Object,Grand Manan Vicinity Meteghan,44.19389,-66.16583,0.5,json,b0047_0041.npz,0.984,0.998,5.0,1.8,0.0,1.8,1992,True,False,99.4,100.0,0.0,62402
178786,NW-M-0245-26,2026-03-16,Shallow Depth Confirmed,Lurcher,43.82373,-66.13558,0.8,desc,b0047_0041.npz,1.0,1.0,10.3,2.1,0.0,2.1,2010,True,False,100.0,100.0,0.0,65939
178786,NW-M-0245-26,2026-03-16,Shallow Depth Confirmed,Lurcher,43.82817,-66.13182,2.3,desc,b0047_0041.npz,1.0,1.0,9.5,2.3,0.0,2.3,2010,True,False,100.0,100.0,0.0,64081
178786,NW-M-0245-26,2026-03-16,Shallow Depth Confirmed,Lurcher,43.83262,-66.1245,3.3,desc,b0047_0041.npz,1.0,1.0,9.1,-3.2,0.0,-3.2,2010,True,False,100.0,100.0,0.0,61528
178786,NW-M-0245-26,2026-03-16,Shallow Depth Confirmed,Lurcher,43.8378,-66.12237,2.9,desc,b0047_0041.npz,1.0,1.0,11.5,-1.5,0.0,-1.5,2010,True,False,100.0,100.0,0.0,60168
178786,NW-M-0245-26,2026-03-16,Shallow Depth Confirmed,Lurcher,43.84818,-66.12637,5.0,desc,b0047_0041.npz,1.0,1.0,10.3,,0.11,7.4,0,True,False,100.0,100.0,0.0,60456
184166,NW-M-1084-26,2026-08-08,Buoys Aids Laurier Rock light buoy KK61 LL 371,Southwestern Shore Vicinity Lockeport,43.675,-65.09583,,desc,b0047_0041.npz,0.958,0.99,-2.2,-13.4,0.0,-13.4,1988,True,False,99.9,100.0,0.0,78674
184853,NW-M-1215-26,2026-08-27,Shallow Depth Reported,Grand Manan,45.26944,-66.0723,9.5,json,b0047_0041.npz,1.0,1.0,11.5,0.7,0.0,0.7,2008,True,False,99.7,100.0,0.0,44881
7456,NW-A-0149-18,2018-09-26,Shallow Depth Reported,Ungava,58.96213,-66.42973,15.7,desc,b0038_0041.npz,0.03,0.187,-15.8,-17.1,0.0,-17.1,0,True,False,94.4,99.8,0.0,221080
7456,NW-A-0149-18,2018-09-26,Shallow Depth Reported,Ungava,58.97532,-67.06443,42.0,desc,b0038_0041.npz,0.0,0.0,-45.6,-54.1,0.0,-54.1,0,True,True,0.0,77.6,0.0,289205
7456,NW-A-0149-18,2018-09-26,Shallow Depth Reported,Ungava,58.97815,-67.31708,45.0,desc,b0038_0041.npz,0.0,0.0,-52.2,-60.2,0.0,-60.2,0,True,True,0.0,74.5,0.0,187810
7477,NW-A-0166-18,2018-10-06,Shoal,Shipping Safety Control Zone 15 Vicinity Forbes Sound,60.3811,-64.81998,6.4,desc,b0037_0041.npz,0.619,0.862,-7.2,-1.3,0.0,-1.3,0,True,False,99.0,100.0,0.0,158684
7477,NW-A-0166-18,2018-10-06,Shoal,Shipping Safety Control Zone 15 Vicinity Forbes Sound,60.38052,-64.82937,17.8,desc,b0037_0041.npz,0.237,0.855,-17.5,-28.6,0.0,-28.6,0,True,True,92.9,98.7,0.0,162433
7489,NW-A-0181-18,2018-10-14,Shoal,Shipping Safety Control Zone 15 Vicinity Negus Bay,64.27032,-76.33585,5.4864,desc,b0034_0037.npz,0.609,0.835,-1.4,-10.8,0.0,-10.8,0,True,False,92.8,97.3,0.0,125745
7489,NW-A-0181-18,2018-10-14,Shoal,Shipping Safety Control Zone 15 Vicinity Negus Bay,64.2623,-76.35283,2.4384,desc,b0034_0037.npz,0.781,0.908,2.7,-13.1,0.0,-13.1,0,True,False,98.3,97.0,0.0,132941
7489,NW-A-0181-18,2018-10-14,Shoal,Shipping Safety Control Zone 15 Vicinity Negus Bay,64.26242,-76.34732,8.2296,desc,b0034_0037.npz,0.707,0.908,4.0,-13.9,0.0,-13.9,0,True,False,96.0,96.9,0.0,133221
7489,NW-A-0181-18,2018-10-14,Shoal,Shipping Safety Control Zone 15 Vicinity Negus Bay,64.24677,-76.37427,9.144,desc,b0034_0037.npz,0.404,0.652,-12.9,-15.3,0.0,-15.3,0,True,False,90.4,97.1,0.0,147443
7489,NW-A-0181-18,2018-10-14,Shoal,Shipping Safety Control Zone 15 Vicinity Negus Bay,64.2391,-76.3784,21.640800000000002,desc,b0034_0037.npz,0.526,0.655,-9.7,-27.4,0.0,-27.4,0,True,True,92.7,94.2,0.0,155278
25276,NW-M-1673-19,2019-08-19,Shallow Depth Reported,"Cabot Strait - south Vicinity Mira Gut, N.S.",46.03582,-59.96774,,json,b0046_0043.npz,0.97,0.996,20.8,,0.3,-1.1,1938,True,False,98.6,100.0,0.0,53330
157553,NW-M-0280-24,2024-02-27,Shallow Depth Reported,Fourchu,45.35987,-61.14667,6.9,desc,b0046_0043.npz,0.183,0.791,-17.7,-21.1,0.0,-21.1,1954,True,True,92.6,99.8,0.0,47999
157553,NW-M-0280-24,2024-02-27,Shallow Depth Reported,Fourchu,45.35905,-61.13987,6.1,desc,b0046_0043.npz,0.287,0.894,-13.6,-18.3,0.0,-18.3,1954,True,False,93.6,100.0,0.0,48774
